Producto,Nombre,Participantes,Descripcion,Beneficiario,Impacto,Financiamiento,MadurezTecnologica,FechaInicio,FechaFin,Proyecto,Etapa,URL
Consultoria,Angelus,"Gerardo Sánchez Nateras, Javier Yankelevich Winocur, Mariana Esther Martínez Sánchez, Tamara Donají Valencia, Víctor Mireles Chaves","Asistencia técnica para fortalecer el desarrollo de métodos de búsqueda de personas en bases de datos históricas, e incrementar el aprovechamiento del sistema informático Angelus",Secretaria de Gobernación. Comisión Nacional de Búsqueda,"Proyecto mencionado como buena practica en el reporte de la ONU A/HRC/54/22/Add.5. Análisis de las Bitácoras Onomásticas del SEMEFO-DF (1968-1982), 90,000 entradas, 194 posibles hallazgos, doce notificaciones a familiares.",CONACYT,TLR-9,2019/02/01,2022/02/28,,,
